Code No,Item,Unit,Quantity,Min,Max,Date
5046,Tamarind - New,Quintal,4,9500.0,11000.0,2025-04-11
5047,Peanut - Gunguru,Quintal,786,9500.0,10000.0,2025-04-11
5048,Peanut - Jara,Quintal,325,9800.0,11200.0,2025-04-11
5049,Peanut - Spanish,Quintal,440,10300.0,12000.0,2025-04-11
5050,Turmeric - Rajapuri,Quintal,1,14000.0,21000.0,2025-04-11
5054,Green Gram,Quintal,42,9000.0,9800.0,2025-04-11
5057,Horse Gram,Quintal,7,5300.0,6600.0,2025-04-11
5058,Cowpea,Quintal,6,10000.0,12000.0,2025-04-11
5061,Finger Millet,Quintal,2,4500.0,5200.0,2025-04-11
5063,Jaggery - Type 1,Quintal,332,3800.0,4001.0,2025-04-11
5064,Jaggery - Type 2,Quintal,190,3675.0,3775.0,2025-04-11
5065,Red Jaggery,Quintal,216,3551.0,3651.0,2025-04-11
5067,Box Jaggery,Quintal,264,3800.0,4300.0,2025-04-11
5068,Red Chilli - Byadgi,Quintal,14,16000.0,19000.0,2025-04-11
5069,Red Chilli - Guntur,Quintal,12,15000.0,18000.0,2025-04-11
6009,Dates,10 Kg,1512,300.0,1300.0,2025-04-11
6011,Grated Coconut,25 Kg,1648,2820.0,2980.0,2025-04-11
6018,Amaranth,50 Kg,1260,6500.0,7500.0,2025-04-11
7001,Jasmine,1 Kg,1010,400.0,600.0,2025-04-11
7002,Marigold,1 Kg,133,200.0,300.0,2025-04-11
7003,Jasmine,1 Kg,4,400.0,500.0,2025-04-11
7005,Tube Rose,1 Kg,4529,120.0,200.0,2025-04-11
7006,Marigold,1 Kg,33666,30.0,70.0,2025-04-11
7007,Holy Basil,1 Kg,2098,30.0,70.0,2025-04-11
7009,Lightning,1 Kg,2276,60.0,100.0,2025-04-11
7011,White Chrysanthemum,1 Kg,677,80.0,140.0,2025-04-11
7012,Yellow Chrysanthemum,1 Kg,400,100.0,150.0,2025-04-11
7013,Aster,Per Hundred,4534,5.0,15.0,2025-04-11
7014,Galanda,Per Hundred,1499,4.0,8.0,2025-04-11
7015,Lily,Bundle,5339,5.0,15.0,2025-04-11
7016,Rose,Bunch,6183,20.0,30.0,2025-04-11
7018,Tube Rose Stick,Bunch,1343,20.0,30.0,2025-04-11
7020,Golden D.J.,Bunch,1676,20.0,30.0,2025-04-11
7021,Gladiolus Plain,Bunch,455,20.0,30.0,2025-04-11
7022,Gladiolus Colored,Bunch,1166,40.0,60.0,2025-04-11
7027,Tats,Bunch,167,20.0,30.0,2025-04-11
7028,Gypsy,Bunch,300,100.0,150.0,2025-04-11
7031,Gerbera,Bunch,5739,30.0,40.0,2025-04-11
7032,Carnation,Bunch,982,80.0,120.0,2025-04-11
7033,Dutch Rose,Bunch,5395,60.0,100.0,2025-04-11
7035,Portia Tree,Per Piece,5006,4.0,6.0,2025-04-11
7036,Hibiscus,Per Hundred,233,4.0,6.0,2025-04-11
7038,Lilium,Bunch,239,600.0,800.0,2025-04-11
7039,Orchid,Bunch,300,300.0,400.0,2025-04-11
7040,Anthurium,Bunch,200,60.0,100.0,2025-04-11
7041,Grass,Bunch,3519,10.0,20.0,2025-04-11
7042,Leaf,Bunch,3508,30.0,40.0,2025-04-11
1001,Onion,Quintal,12124,800.0,1600.0,2025-04-10
1002,Potato,Quintal,7344,1200.0,2100.0,2025-04-10
1003,Garlic,Quintal,1096,3500.0,10000.0,2025-04-10
1004,Ginger,Quintal,422,1000.0,2500.0,2025-04-10
2001,Ladyfinger,Quintal,259,1000.0,5000.0,2025-04-10
2002,Cluster Beans,Quintal,137,3000.0,6000.0,2025-04-10
2003,Tomato,Quintal,1523,500.0,1200.0,2025-04-10
2004,Peas,Quintal,250,6000.0,7000.0,2025-04-10
2005,Ridge Gourd,Quintal,158,3000.0,5000.0,2025-04-10
2006,Tinda,Quintal,73,2000.0,4000.0,2025-04-10
2007,Green Chilli,Quintal,776,3000.0,5000.0,2025-04-10
2008,Bottle Gourd,Quintal,117,1000.0,2000.0,2025-04-10
2009,Roasted Peanuts,Quintal,16,4000.0,6000.0,2025-04-10
2010,Cucumber,Quintal,693,1000.0,2500.0,2025-04-10
2011,Bitter Gourd,Quintal,83,2000.0,3000.0,2025-04-10
2012,Yam,Quintal,152,600.0,1200.0,2025-04-10
2013,Carrot,Quintal,771,1000.0,2000.0,2025-04-10
2014,Snake Gourd,Quintal,5,2500.0,5000.0,2025-04-10
2015,Pointed Gourd,Quintal,4,2000.0,3000.0,2025-04-10
2016,Cauliflower,Quintal,652,600.0,1600.0,2025-04-10
2017,Cabbage,Quintal,956,300.0,800.0,2025-04-10
2018,Brinjal,Quintal,265,1000.0,4000.0,2025-04-10
2019,Pumpkin,Quintal,310,1000.0,3000.0,2025-04-10
2020,Elephant Foot Yam,Quintal,8,3000.0,5000.0,2025-04-10
2021,Ivy Gourd,Quintal,47,2000.0,4000.0,2025-04-10
2022,Beetroot,Quintal,230,700.0,1500.0,2025-04-10
2023,Ash Gourd,Quintal,36,800.0,2500.0,2025-04-10
2024,Parwal,Quintal,3,4000.0,6000.0,2025-04-10
2026,Hyacinth Beans,Quintal,19,2500.0,5000.0,2025-04-10
2027,Drumstick,Quintal,215,1000.0,3000.0,2025-04-10
2028,Raw Mango,Quintal,325,2000.0,5000.0,2025-04-10
2029,Chow Chow,Quintal,7,1000.0,3000.0,2025-04-10
2032,Amaranth Leaves,Quintal,29,1500.0,3000.0,2025-04-10
2033,Taro,Quintal,61,2000.0,3000.0,2025-04-10
2035,Pointed Gourd,Quintal,44,3000.0,5000.0,2025-04-10
2036,Zucchini,Quintal,14,1000.0,3000.0,2025-04-10
2037,Curry Leaves,Quintal,4,2500.0,5000.0,2025-04-10
2040,Colocasia,Quintal,4,1600.0,3000.0,2025-04-10
3023,Red and Yellow Pumpkin,Quintal,17,1000.0,4000.0,2025-04-10
3024,Basil,Quintal,1,3000.0,3500.0,2025-04-10
3025,Broccoli,Quintal,20,3000.0,4000.0,2025-04-10
3028,Chinese Cabbage,Quintal,1,2000.0,2500.0,2025-04-10
3029,Red Cabbage,Quintal,1,1000.0,1500.0,2025-04-10
3030,Avocado,Quintal,2,6000.0,7000.0,2025-04-10
3031,Baby Corn,Quintal,1,4000.0,5000.0,2025-04-10
3032,Zucchini,Quintal,4,2500.0,3000.0,2025-04-10
3033,Cherry Tomato,Quintal,2,2000.0,2500.0,2025-04-10
3034,Lettuce,Quintal,1,300.0,2000.0,2025-04-10
3035,Celery,Quintal,4,1000.0,4000.0,2025-04-10
3036,Mushroom,Quintal,5,10000.0,12000.0,2025-04-10
3037,Lotus Root,Quintal,2,4000.0,5000.0,2025-04-10
3041,Chinese Cucumber,Quintal,5,200.0,1200.0,2025-04-10
3042,Chinese Garlic,Quintal,2,2000.0,8000.0,2025-04-10
3001,Coriander,Per Hundred,162480,300.0,800.0,2025-04-10
3002,Fenugreek,Per Hundred,48405,400.0,1600.0,2025-04-10
3003,Dill,Per Hundred,14675,500.0,800.0,2025-04-10
3004,Spring Onion,Per Hundred,8740,500.0,1000.0,2025-04-10
3005,Spinach,Per Hundred,7360,500.0,900.0,2025-04-10
3006,Radish,Per Hundred,2370,500.0,1200.0,2025-04-10
3007,Amaranth Leaves,Per Hundred,2738,500.0,700.0,2025-04-10
3008,Mustard,Per Hundred,790,500.0,600.0,2025-04-10
3009,Amaranth,Per Hundred,1885,400.0,800.0,2025-04-10
3011,Mint,Per Hundred,20700,200.0,500.0,2025-04-10
3015,Roselle,Per Hundred,375,400.0,600.0,2025-04-10
3016,Chia,Per Hundred,865,500.0,800.0,2025-04-10
3022,Iceberg Lettuce,Quintal,6,2000.0,2500.0,2025-04-10
4001,Lemon,Quintal,264,500.0,6000.0,2025-04-10
4002,Guava,Quintal,121,1000.0,5000.0,2025-04-10
4005,Jackfruit,Quintal,38,700.0,2000.0,2025-04-10
4007,Pear,Quintal,34,7000.0,8000.0,2025-04-10
4023,Plum,Quintal,1,6000.0,10000.0,2025-04-10
4034,Jamun,Quintal,146,2000.0,8000.0,2025-04-10
4038,Pineapple,Quintal,292,1300.0,5300.0,2025-04-10
4044,Fig,Quintal,18,5000.0,10000.0,2025-04-10
4049,Strawberry,Quintal,9,20000.0,30000.0,2025-04-10
4054,Sapodilla,Quintal,188,1000.0,4000.0,2025-04-10
4059,Pomegranate - No.1,Quintal,165,1000.0,15000.0,2025-04-10
4063,Apple - Shimla,Quintal,207,3000.0,12000.0,2025-04-10
4074,Karonda,Quintal,1506,700.0,1500.0,2025-04-10
4081,Amla,Quintal,19,2500.0,4500.0,2025-04-10
4086,Banana,Quintal,23,500.0,2000.0,2025-04-10
4088,Sweet Lime,Quintal,74,1500.0,6000.0,2025-04-10
4102,Papaya,Quintal,157,1000.0,2200.0,2025-04-10
4142,Grapes - Tasgaon,Quintal,511,2000.0,10000.0,2025-04-10
5003,Rice - Basmati,Quintal,37,7000.0,11800.0,2025-04-10
5004,Rice - Basmati Dubar,Quintal,798,5800.0,6800.0,2025-04-10
5005,Rice - Mogara,Quintal,550,4300.0,5600.0,2025-04-10
5006,Rice Flakes,Quintal,624,3200.0,3800.0,2025-04-10
5007,Rice - Ambemohar,Quintal,45,6000.0,8200.0,2025-04-10
5008,Rice - Kolam,Quintal,682,4500.0,6900.0,2025-04-10
5010,Rice - Dass,Quintal,684,3500.0,4000.0,2025-04-10
5011,Rice - Ukada,Quintal,404,3300.0,4400.0,2025-04-10
5012,Rice - Masuri,Quintal,426,3400.0,3800.0,2025-04-10
5013,Rice - Indrayani,Quintal,108,4300.0,6000.0,2025-04-10
5015,Wheat - Lokwan,Quintal,2599,3200.0,3800.0,2025-04-10
5017,Wheat - Gujarat Vinat,Quintal,680,3500.0,4300.0,2025-04-10
5018,Wheat - Gujarat Tukdi,Quintal,472,3300.0,4500.0,2025-04-10
5019,Wheat - Sinhor,Quintal,443,3800.0,6000.0,2025-04-10
5021,Sorghum - Maldandi No.1,Quintal,750,4700.0,5300.0,2025-04-10
5022,Sorghum - Maldandi No.2,Quintal,438,4500.0,5000.0,2025-04-10
5024,Sorghum - Vasant No.9,Quintal,547,4300.0,4500.0,2025-04-10
5025,Sorghum - Duri,Quintal,421,4200.0,4600.0,2025-04-10
5026,Pearl Millet - Gowran,Quintal,550,2850.0,2950.0,2025-04-10
5027,Pearl Millet - Hybrid,Quintal,375,2900.0,3000.0,2025-04-10
5028,Pearl Millet - Mahico No.910,Quintal,396,3000.0,3100.0,2025-04-10
5030,Peas - Green,Quintal,43,10400.0,11800.0,2025-04-10
5031,Peas - White,Quintal,38,4500.0,5300.0,2025-04-10
5033,Lentil,Quintal,45,7000.0,7200.0,2025-04-10
5035,Coriander - Indore,Quintal,2,10000.0,12000.0,2025-04-10
5036,Coriander - Gowran,Quintal,4,9000.0,10000.0,2025-04-10
5037,Chickpeas - Chafa,Quintal,43,7200.0,8200.0,2025-04-10
5038,Chickpeas - Hybrid,Quintal,39,6900.0,8000.0,2025-04-10
5041,Black Gram,Quintal,4,9200.0,10000.0,2025-04-10
5043,Maize - Red,Quintal,2,2500.0,2600.0,2025-04-10
5045,Tamarind - Old,Quintal,1,6500.0,7500.0,2025-04-10
5046,Tamarind - New,Quintal,3,9000.0,10000.0,2025-04-10
5047,Peanut - Gunguru,Quintal,796,9600.0,10200.0,2025-04-10
5048,Peanut - Jara,Quintal,330,9700.0,11300.0,2025-04-10
5049,Peanut - Spanish,Quintal,435,10600.0,12000.0,2025-04-10
5050,Turmeric - Rajapuri,Quintal,1,15000.0,20000.0,2025-04-10
5054,Green Gram,Quintal,40,8800.0,9800.0,2025-04-10
5057,Horse Gram,Quintal,6,5400.0,6700.0,2025-04-10
5058,Cowpea,Quintal,3,10300.0,12200.0,2025-04-10
5061,Finger Millet,Quintal,2,4400.0,5200.0,2025-04-10
5063,Jaggery - Type 1,Quintal,332,3861.0,4015.0,2025-04-10
5064,Jaggery - Type 2,Quintal,186,3675.0,3851.0,2025-04-10
5065,Red Jaggery,Quintal,223,3575.0,3651.0,2025-04-10
5067,Box Jaggery,Quintal,265,3700.0,4300.0,2025-04-10
5068,Red Chilli - Byadgi,Quintal,12,16000.0,20000.0,2025-04-10
5069,Red Chilli - Guntur,Quintal,13,15000.0,18000.0,2025-04-10
6009,Dates,10 Kg,1516,500.0,1400.0,2025-04-10
6011,Grated Coconut,25 Kg,1640,2840.0,2980.0,2025-04-10
6018,Amaranth,50 Kg,1263,6400.0,7500.0,2025-04-10
7001,Jasmine,1 Kg,819,400.0,600.0,2025-04-10
7002,Marigold,1 Kg,108,200.0,300.0,2025-04-10
7003,Jasmine,1 Kg,4,400.0,600.0,2025-04-10
7005,Tube Rose,1 Kg,3672,100.0,150.0,2025-04-10
7006,Marigold,1 Kg,27297,40.0,60.0,2025-04-10
7007,Holy Basil,1 Kg,1701,40.0,60.0,2025-04-10
7009,Lightning,1 Kg,1845,40.0,80.0,2025-04-10
7011,White Chrysanthemum,1 Kg,549,100.0,150.0,2025-04-10
7012,Yellow Chrysanthemum,1 Kg,324,100.0,150.0,2025-04-10
7013,Aster,Per Hundred,3677,8.0,12.0,2025-04-10
7014,Galanda,Per Hundred,1215,6.0,10.0,2025-04-10
7015,Lily,Bundle,4329,10.0,20.0,2025-04-10
7016,Rose,Bunch,5013,10.0,20.0,2025-04-10
7018,Tube Rose Stick,Bunch,1089,20.0,30.0,2025-04-10
7020,Golden D.J.,Bunch,1359,20.0,30.0,2025-04-10
7021,Gladiolus Plain,Bunch,369,20.0,30.0,2025-04-10
7022,Gladiolus Colored,Bunch,945,40.0,60.0,2025-04-10
7027,Tats,Bunch,135,20.0,30.0,2025-04-10
7028,Gypsy,Bunch,243,100.0,150.0,2025-04-10
7031,Gerbera,Bunch,4653,30.0,40.0,2025-04-10
7032,Carnation,Bunch,797,100.0,150.0,2025-04-10
7033,Dutch Rose,Bunch,4374,80.0,120.0,2025-04-10
7035,Portia Tree,Per Piece,4059,4.0,6.0,2025-04-10
7036,Hibiscus,Per Hundred,189,4.0,6.0,2025-04-10
7038,Lilium,Bunch,194,600.0,900.0,2025-04-10
7039,Orchid,Bunch,243,300.0,450.0,2025-04-10
7040,Anthurium,Bunch,162,60.0,100.0,2025-04-10
7041,Grass,Bunch,2853,10.0,20.0,2025-04-10
7042,Leaf,Bunch,2844,30.0,40.0,2025-04-10
1001,Onion,Quintal,12663,700.0,1700.0,2025-04-09
1002,Potato,Quintal,6205,1200.0,2000.0,2025-04-09
1003,Garlic,Quintal,527,3500.0,11000.0,2025-04-09
1004,Ginger,Quintal,486,1000.0,2500.0,2025-04-09
2001,Ladyfinger,Quintal,376,1000.0,6000.0,2025-04-09
2002,Cluster Beans,Quintal,154,3000.0,7000.0,2025-04-09
2003,Tomato,Quintal,2035,500.0,1000.0,2025-04-09
2004,Peas,Quintal,364,5000.0,7000.0,2025-04-09
2005,Ridge Gourd,Quintal,152,3000.0,5000.0,2025-04-09
2006,Tinda,Quintal,101,2000.0,4000.0,2025-04-09
2007,Green Chilli,Quintal,776,3000.0,4000.0,2025-04-09
2008,Bottle Gourd,Quintal,256,1000.0,2000.0,2025-04-09
2010,Cucumber,Quintal,747,800.0,2200.0,2025-04-09
2011,Bitter Gourd,Quintal,119,1500.0,3000.0,2025-04-09
2012,Yam,Quintal,283,600.0,1200.0,2025-04-09
2013,Carrot,Quintal,830,1000.0,2000.0,2025-04-09
2014,Snake Gourd,Quintal,3,2500.0,5000.0,2025-04-09
2015,Pointed Gourd,Quintal,11,2000.0,3000.0,2025-04-09
2016,Cauliflower,Quintal,565,600.0,1600.0,2025-04-09
2017,Cabbage,Quintal,574,300.0,1200.0,2025-04-09
2018,Brinjal,Quintal,294,1000.0,3000.0,2025-04-09
2019,Pumpkin,Quintal,325,2000.0,3000.0,2025-04-09
2020,Elephant Foot Yam,Quintal,8,1500.0,5000.0,2025-04-09
2021,Ivy Gourd,Quintal,50,2500.0,4000.0,2025-04-09
2022,Beetroot,Quintal,228,800.0,1500.0,2025-04-09
2023,Ash Gourd,Quintal,76,1000.0,2000.0,2025-04-09
2024,Parwal,Quintal,5,3500.0,6000.0,2025-04-09
2026,Hyacinth Beans,Quintal,12,2500.0,4500.0,2025-04-09
2027,Drumstick,Quintal,248,1000.0,3000.0,2025-04-09
2028,Raw Mango,Quintal,238,1500.0,5000.0,2025-04-09
2029,Chow Chow,Quintal,9,1000.0,2500.0,2025-04-09
2030,Kohlrabi,Quintal,5,2000.0,4000.0,2025-04-09
2032,Amaranth Leaves,Quintal,52,2000.0,3000.0,2025-04-09
2033,Taro,Quintal,66,2000.0,3000.0,2025-04-09
2035,Pointed Gourd,Quintal,31,2000.0,5000.0,2025-04-09
2036,Zucchini,Quintal,34,2000.0,3000.0,2025-04-09
2037,Curry Leaves,Quintal,33,3000.0,5000.0,2025-04-09
2039,Tindora,Quintal,4,2000.0,4000.0,2025-04-09
2040,Colocasia,Quintal,15,1600.0,4000.0,2025-04-09
3023,Red and Yellow Pumpkin,Quintal,28,2000.0,4000.0,2025-04-09
3024,Basil,Quintal,1,3000.0,3500.0,2025-04-09
3025,Broccoli,Quintal,21,3000.0,4000.0,2025-04-09
3026,Bok Choy,Quintal,1,2500.0,3000.0,2025-04-09
3028,Chinese Cabbage,Quintal,1,2000.0,2500.0,2025-04-09
3029,Red Cabbage,Quintal,5,1500.0,2000.0,2025-04-09
3030,Avocado,Quintal,5,6000.0,7000.0,2025-04-09
3031,Baby Corn,Quintal,2,4000.0,5000.0,2025-04-09
3032,Zucchini,Quintal,9,2500.0,3000.0,2025-04-09
3033,Cherry Tomato,Quintal,1,2000.0,2500.0,2025-04-09
3034,Lettuce,Quintal,1,200.0,2500.0,2025-04-09
3035,Celery,Quintal,5,1000.0,4000.0,2025-04-09
3036,Mushroom,Quintal,5,10000.0,12000.0,2025-04-09
3037,Lotus Root,Quintal,2,4500.0,5000.0,2025-04-09
3041,Chinese Cucumber,Quintal,4,200.0,1000.0,2025-04-09
3042,Chinese Garlic,Quintal,1,6000.0,8000.0,2025-04-09
3001,Coriander,Per Hundred,159190,400.0,1000.0,2025-04-09
3002,Fenugreek,Per Hundred,30275,500.0,1500.0,2025-04-09
3003,Dill,Per Hundred,10150,400.0,800.0,2025-04-09
3004,Spring Onion,Per Hundred,13280,500.0,1000.0,2025-04-09
3005,Spinach,Per Hundred,9500,500.0,1000.0,2025-04-09
3006,Radish,Per Hundred,2334,500.0,1200.0,2025-04-09
3007,Amaranth Leaves,Per Hundred,3650,500.0,700.0,2025-04-09
3008,Mustard,Per Hundred,1650,400.0,600.0,2025-04-09
3009,Amaranth,Per Hundred,1150,400.0,700.0,2025-04-09
3011,Mint,Per Hundred,21300,200.0,500.0,2025-04-09
3015,Roselle,Per Hundred,595,600.0,700.0,2025-04-09
3016,Chia,Per Hundred,1975,500.0,800.0,2025-04-09
3022,Iceberg Lettuce,Quintal,10,1000.0,3000.0,2025-04-09
4001,Lemon,Quintal,145,500.0,6000.0,2025-04-09
4002,Guava,Quintal,169,1500.0,4500.0,2025-04-09
4005,Jackfruit,Quintal,16,1500.0,2000.0,2025-04-09
4007,Pear,Quintal,55,5500.0,7500.0,2025-04-09
4023,Plum,Quintal,1,5000.0,10000.0,2025-04-09
4027,Pomegranate,Quintal,1,2000.0,7000.0,2025-04-09
4034,Jamun,Quintal,170,4000.0,10000.0,2025-04-09
4038,Pineapple,Quintal,273,2600.0,5300.0,2025-04-09
4044,Fig,Quintal,39,4000.0,10000.0,2025-04-09
4049,Strawberry,Quintal,2,10000.0,15000.0,2025-04-09
4054,Sapodilla,Quintal,256,1500.0,4000.0,2025-04-09
4057,Strawberry,Quintal,2,10000.0,15000.0,2025-04-09
4059,Pomegranate - No.1,Quintal,516,2000.0,12000.0,2025-04-09
4063,Apple - Shimla,Quintal,410,4000.0,12000.0,2025-04-09
4074,Karonda,Quintal,2318,500.0,1000.0,2025-04-09
4081,Amla,Quintal,19,2500.0,3000.0,2025-04-09
4084,Amla,Quintal,19,2500.0,3000.0,2025-04-09
4085,Wood Apple,Quintal,1,1000.0,2000.0,2025-04-09
4086,Banana,Quintal,44,500.0,2000.0,2025-04-09
4088,Sweet Lime,Quintal,299,3700.0,6600.0,2025-04-09
4102,Papaya,Quintal,258,500.0,2000.0,2025-04-09
4142,Grapes - Tasgaon,Quintal,735,2500.0,11000.0,2025-04-09
5003,Rice - Basmati,Quintal,40,7200.0,11800.0,2025-04-09
5004,Rice - Basmati Dubar,Quintal,794,5600.0,6700.0,2025-04-09
5005,Rice - Mogara,Quintal,547,4400.0,5800.0,2025-04-09
5006,Rice Flakes,Quintal,623,3300.0,4000.0,2025-04-09
5007,Rice - Ambemohar,Quintal,47,6000.0,8300.0,2025-04-09
5008,Rice - Kolam,Quintal,678,4500.0,6800.0,2025-04-09
5010,Rice - Dass,Quintal,687,3600.0,4000.0,2025-04-09
5011,Rice - Ukada,Quintal,400,3500.0,4500.0,2025-04-09
5012,Rice - Masuri,Quintal,423,3400.0,4000.0,2025-04-09
5013,Rice - Indrayani,Quintal,110,4500.0,5900.0,2025-04-09
5015,Wheat - Lokwan,Quintal,2596,3000.0,3700.0,2025-04-09
5017,Wheat - Gujarat Vinat,Quintal,677,3500.0,4200.0,2025-04-09
5018,Wheat - Gujarat Tukdi,Quintal,475,3400.0,4400.0,2025-04-09
5019,Wheat - Sinhor,Quintal,440,3600.0,5800.0,2025-04-09
5021,Sorghum - Maldandi No.1,Quintal,748,4600.0,5200.0,2025-04-09
5022,Sorghum - Maldandi No.2,Quintal,435,4500.0,5000.0,2025-04-09
5024,Sorghum - Vasant No.9,Quintal,548,4200.0,4400.0,2025-04-09
5025,Sorghum - Duri,Quintal,418,4100.0,4500.0,2025-04-09
5026,Pearl Millet - Gowran,Quintal,553,2800.0,2900.0,2025-04-09
5027,Pearl Millet - Hybrid,Quintal,377,2900.0,3100.0,2025-04-09
5028,Pearl Millet - Mahico No.910,Quintal,398,3000.0,3200.0,2025-04-09
5030,Peas - Green,Quintal,44,10300.0,11600.0,2025-04-09
5031,Peas - White,Quintal,35,4600.0,5300.0,2025-04-09
5033,Lentil,Quintal,42,7000.0,7300.0,2025-04-09
5035,Coriander - Indore,Quintal,1,10000.0,13000.0,2025-04-09
5036,Coriander - Gowran,Quintal,3,9000.0,11000.0,2025-04-09
5037,Chickpeas - Chafa,Quintal,45,7400.0,8200.0,2025-04-09
5038,Chickpeas - Hybrid,Quintal,36,7000.0,8000.0,2025-04-09
5041,Black Gram,Quintal,5,9400.0,10000.0,2025-04-09
5043,Maize - Red,Quintal,4,2500.0,2700.0,2025-04-09
5045,Tamarind - Old,Quintal,3,7000.0,8000.0,2025-04-09
5046,Tamarind - New,Quintal,5,9000.0,11000.0,2025-04-09
5047,Peanut - Gunguru,Quintal,793,9400.0,10000.0,2025-04-09
5048,Peanut - Jara,Quintal,328,9600.0,11200.0,2025-04-09
5049,Peanut - Spanish,Quintal,432,10400.0,12000.0,2025-04-09
5050,Turmeric - Rajapuri,Quintal,3,15000.0,20000.0,2025-04-09
5054,Green Gram,Quintal,43,9000.0,10000.0,2025-04-09
5057,Horse Gram,Quintal,3,5300.0,6500.0,2025-04-09
5058,Cowpea,Quintal,6,10300.0,12000.0,2025-04-09
5061,Finger Millet,Quintal,4,4500.0,5200.0,2025-04-09
5063,Jaggery - Type 1,Quintal,329,3875.0,4011.0,2025-04-09
5064,Jaggery - Type 2,Quintal,189,3675.0,3861.0,2025-04-09
5065,Red Jaggery,Quintal,221,3575.0,3651.0,2025-04-09
5067,Box Jaggery,Quintal,263,3800.0,4400.0,2025-04-09
5068,Red Chilli - Byadgi,Quintal,13,16000.0,19000.0,2025-04-09
5069,Red Chilli - Guntur,Quintal,10,14000.0,17000.0,2025-04-09
6009,Dates,10 Kg,1512,400.0,1400.0,2025-04-09
6011,Grated Coconut,25 Kg,1644,2830.0,2990.0,2025-04-09
6018,Amaranth,50 Kg,1265,6400.0,7500.0,2025-04-09
7001,Jasmine,1 Kg,865,300.0,450.0,2025-04-09
7002,Marigold,1 Kg,114,200.0,300.0,2025-04-09
7003,Jasmine,1 Kg,4,400.0,600.0,2025-04-09
7005,Tube Rose,1 Kg,3876,40.0,60.0,2025-04-09
7006,Marigold,1 Kg,28814,10.0,20.0,2025-04-09
7007,Holy Basil,1 Kg,1796,10.0,20.0,2025-04-09
7009,Lightning,1 Kg,1948,20.0,30.0,2025-04-09
7011,White Chrysanthemum,1 Kg,580,60.0,100.0,2025-04-09
7012,Yellow Chrysanthemum,1 Kg,342,60.0,100.0,2025-04-09
7013,Aster,Per Hundred,3881,6.0,10.0,2025-04-09
7014,Galanda,Per Hundred,1283,4.0,6.0,2025-04-09
7015,Lily,Bundle,4570,8.0,12.0,2025-04-09
7016,Rose,Bunch,5292,8.0,12.0,2025-04-09
7018,Tube Rose Stick,Bunch,1150,10.0,20.0,2025-04-09
7020,Golden D.J.,Bunch,1435,10.0,20.0,2025-04-09
7021,Gladiolus Plain,Bunch,390,20.0,30.0,2025-04-09
7022,Gladiolus Colored,Bunch,998,30.0,50.0,2025-04-09
7027,Tats,Bunch,143,10.0,20.0,2025-04-09
7028,Gypsy,Bunch,257,100.0,150.0,2025-04-09
7031,Gerbera,Bunch,4912,20.0,40.0,2025-04-09
7032,Carnation,Bunch,841,60.0,100.0,2025-04-09
7033,Dutch Rose,Bunch,4617,60.0,100.0,2025-04-09
7035,Portia Tree,Per Piece,4285,10.0,20.0,2025-04-09
7036,Hibiscus,Per Hundred,200,6.0,10.0,2025-04-09
7038,Lilium,Bunch,204,400.0,600.0,2025-04-09
7039,Orchid,Bunch,257,200.0,300.0,2025-04-09
7040,Anthurium,Bunch,171,60.0,90.0,2025-04-09
7041,Grass,Bunch,3012,10.0,20.0,2025-04-09
7042,Leaf,Bunch,3002,30.0,40.0,2025-04-09
1001,Onion,Quintal,7266,700.0,1700.0,2025-04-08
1002,Potato,Quintal,5342,1200.0,2100.0,2025-04-08
1003,Garlic,Quintal,824,3500.0,10000.0,2025-04-08
1004,Ginger,Quintal,260,1000.0,2500.0,2025-04-08
2001,Ladyfinger,Quintal,178,1200.0,5000.0,2025-04-08
2002,Cluster Beans,Quintal,128,3000.0,7000.0,2025-04-08
2003,Tomato,Quintal,1604,500.0,1200.0,2025-04-08
2004,Peas,Quintal,193,5000.0,7500.0,2025-04-08
2005,Ridge Gourd,Quintal,190,2000.0,3500.0,2025-04-08
2006,Tinda,Quintal,27,2000.0,3000.0,2025-04-08
2007,Green Chilli,Quintal,675,2500.0,5000.0,2025-04-08
2008,Bottle Gourd,Quintal,118,1000.0,2000.0,2025-04-08
2010,Cucumber,Quintal,425,1000.0,2000.0,2025-04-08
2011,Bitter Gourd,Quintal,128,1200.0,3000.0,2025-04-08
2012,Yam,Quintal,159,500.0,1500.0,2025-04-08
2013,Carrot,Quintal,582,1000.0,2000.0,2025-04-08
2014,Snake Gourd,Quintal,7,2500.0,4000.0,2025-04-08
2015,Pointed Gourd,Quintal,3,2500.0,3000.0,2025-04-08
2016,Cauliflower,Quintal,723,500.0,1200.0,2025-04-08
2017,Cabbage,Quintal,707,300.0,800.0,2025-04-08
2018,Brinjal,Quintal,204,1000.0,3000.0,2025-04-08
2019,Pumpkin,Quintal,247,2000.0,3000.0,2025-04-08
2020,Elephant Foot Yam,Quintal,9,2000.0,5000.0,2025-04-08
2021,Ivy Gourd,Quintal,26,2000.0,4000.0,2025-04-08
2022,Beetroot,Quintal,211,700.0,1600.0,2025-04-08
2023,Ash Gourd,Quintal,85,1000.0,3000.0,2025-04-08
2026,Hyacinth Beans,Quintal,14,3000.0,5000.0,2025-04-08
2027,Drumstick,Quintal,172,1000.0,3000.0,2025-04-08
2028,Raw Mango,Quintal,314,1500.0,5000.0,2025-04-08
